taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
1,1,2,40.26,2.02,3.052
2,2,4,29.37,8.54,15.233
2,1,1,22.24,6.28,7.249
1,1,2,47.71,7.4,9.113
2,2,1,38.67,9.6,13.563
2,1,1,14.5,4.31,6.833
1,1,1,48.44,5.61,5.062
3,1,1,14.23,3.83,19.755
1,3,1,12.8,4.83,9.516
2,1,4,17.34,4.97,6.251
3,2,5,20.98,5.83,25.74
1,3,1,13.33,5.61,7.619
2,1,3,11.58,8.01,10.727
1,1,3,11.02,8.95,10.574
2,3,1,30.31,8.11,8.8
2,2,1,39.75,5.55,11.445
1,1,3,55.55,6.0,6.665
1,1,1,38.39,5.68,9.712
1,2,1,5.12,9.26,11.794
1,2,1,42.63,6.32,7.794
1,1,2,32.8,9.31,10.36
1,3,1,13.99,0.2,0.762
1,1,1,32.88,9.34,9.492
1,1,1,25.52,6.93,7.629
2,1,1,43.52,4.18,7.599
2,2,3,34.68,7.6,13.611
2,3,3,35.68,1.74,10.275
1,1,4,36.58,2.4,2.367
2,2,2,12.51,1.07,7.179
1,1,2,9.42,0.53,1.034
1,1,2,53.17,4.76,5.145
1,1,1,52.11,1.73,2.592
2,2,5,57.53,4.13,7.349
1,3,1,36.8,9.42,10.753
1,1,3,19.06,0.85,1.74
3,1,2,6.86,8.92,30.739
1,1,4,36.49,2.31,2.445
1,2,1,16.42,4.46,6.518
3,1,2,21.4,2.8,15.335
1,3,2,36.17,2.85,4.383
1,2,1,29.89,1.52,3.166
2,2,2,17.67,6.98,12.594
2,1,2,25.84,1.22,4.102
1,1,3,47.28,6.28,7.445
2,3,2,12.67,3.29,5.818
1,2,3,10.13,6.77,12.493
1,2,3,27.74,8.57,12.804
1,2,2,4.68,5.71,10.559
1,3,2,10.34,4.69,4.154
2,1,2,15.26,8.85,12.002
2,3,2,17.02,7.25,11.719
1,1,4,24.08,7.07,6.854
1,2,1,15.11,0.78,2.127
1,2,4,44.93,8.01,10.235
2,1,4,54.45,9.07,17.353
1,1,3,11.21,8.23,10.796
2,1,3,26.84,6.96,12.229
1,1,1,41.5,3.95,4.593
1,1,2,4.24,8.1,7.362
2,1,1,32.5,3.41,6.094
2,1,2,36.02,2.39,3.054
1,1,1,38.99,6.96,6.049
2,1,3,45.47,6.73,9.691
3,2,2,7.04,7.2,25.941
1,1,1,19.92,6.86,10.85
1,2,3,24.96,8.12,5.87
1,3,1,32.38,5.69,8.623
2,3,3,28.52,9.78,7.746
1,2,2,17.11,0.27,1.551
1,1,4,26.4,7.51,8.008
1,2,3,14.54,1.06,3.234
2,1,1,21.31,3.78,4.828
1,1,1,40.68,7.58,7.349
2,1,4,72.88,7.43,20.311
1,3,1,9.81,9.82,9.768
3,1,2,25.3,9.92,53.503
1,1,2,27.49,1.95,2.161
1,1,1,29.6,7.29,8.101
2,1,1,17.97,1.12,3.773
3,1,2,26.11,7.23,19.078
1,1,2,15.27,5.64,6.468
1,2,1,14.02,9.7,17.279
2,3,3,15.52,9.14,17.691
2,2,1,44.69,2.39,8.209
1,3,3,14.68,8.01,11.75
1,2,1,15.05,7.33,7.189
2,1,2,25.42,5.64,5.762
2,3,2,46.52,7.89,15.628
2,1,1,9.84,4.76,8.07
1,2,1,13.15,1.47,2.693
1,1,2,37.65,3.45,4.756
3,1,3,16.29,3.68,14.139
2,1,2,18.07,4.69,10.264
2,1,1,29.48,1.34,6.792
1,2,1,22.73,5.61,7.143
1,3,2,61.98,8.57,8.939
2,3,2,21.11,8.83,11.576
1,3,5,29.91,7.05,5.774
3,3,2,29.08,0.15,10.373
1,3,1,36.89,0.79,1.76
2,2,5,45.58,0.99,3.446
2,2,5,20.91,8.17,10.567
1,1,1,6.79,6.31,9.2
1,3,2,14.53,8.77,12.25
2,2,1,29.56,2.08,8.997
1,1,5,13.81,5.18,5.24
1,1,4,28.19,8.07,7.24
2,3,1,13.71,4.3,6.776
3,2,1,18.09,7.09,27.136
1,1,1,1.53,2.74,3.441
1,1,4,35.41,0.92,1.595
1,2,2,21.35,8.94,9.076
1,2,2,6.03,5.11,5.319
1,1,3,7.75,0.26,0.774
1,2,2,21.78,5.98,8.41
2,2,3,3.82,2.65,7.124
1,1,3,48.08,2.49,2.723
3,1,1,47.14,9.41,13.406
1,1,2,64.64,6.66,8.324
1,2,2,45.82,9.23,9.375
2,3,2,13.88,2.31,7.391
2,3,2,20.61,6.05,14.372
1,2,1,36.43,2.08,3.134
1,1,4,46.71,9.9,7.404
1,1,3,14.11,9.87,11.749
1,2,5,4.31,4.25,4.182
1,1,1,8.49,1.99,3.164
1,2,2,48.2,1.45,2.182
1,3,3,9.32,6.19,6.444
1,1,3,18.4,3.35,5.31
3,1,2,3.6,7.52,26.063
2,2,2,29.89,9.06,12.131
1,1,2,24.43,6.74,7.822
1,1,3,42.32,1.22,2.85
1,2,3,8.88,6.95,10.053
1,1,1,33.88,0.69,1.738
2,1,2,50.91,7.36,11.374
2,3,2,49.57,8.17,18.293
3,1,3,29.88,4.1,22.798
3,1,1,43.65,2.78,26.951
3,3,2,10.97,9.66,29.757
3,1,1,31.36,4.3,27.513
1,1,1,26.91,2.01,2.619
1,3,1,10.23,1.69,2.122
1,2,1,6.52,3.25,4.454
1,1,1,23.57,8.51,8.317
1,2,2,32.83,5.66,8.336
2,1,2,27.47,1.23,4.057
2,3,4,41.42,9.04,14.025
1,2,1,8.74,6.65,6.704
1,2,1,29.55,3.65,6.056
1,1,2,29.93,9.34,7.071
1,1,3,42.47,5.66,7.528
2,1,1,20.79,8.55,13.43
1,2,1,27.24,8.58,11.798
2,2,3,42.34,7.99,10.985
1,1,1,17.43,8.5,6.656
1,1,1,24.2,5.6,3.86
1,1,1,28.51,3.1,3.591
2,1,1,25.08,2.14,9.127
2,3,5,14.26,9.71,12.031
1,3,2,37.06,0.49,1.803
3,2,1,6.7,7.25,25.033
1,3,1,26.22,6.74,8.402
2,2,2,25.77,8.1,28.495
1,1,3,24.96,2.8,3.661
1,2,2,30.32,4.25,6.289
2,1,2,26.62,7.65,18.694
1,1,1,16.52,4.09,4.478
1,2,1,22.45,5.6,3.967
1,1,1,22.3,9.51,7.531
1,3,2,27.8,3.25,3.853
2,1,1,15.49,3.65,7.591
2,1,1,9.98,3.32,4.793
2,1,4,25.24,9.72,15.335
1,1,3,5.01,3.75,4.585
1,1,4,46.98,6.89,7.374
1,1,1,1.74,8.82,8.685
1,1,3,32.73,3.68,5.868
1,1,2,54.98,9.9,16.021
3,1,1,66.08,9.57,51.22
2,2,1,8.58,4.25,9.692
2,3,2,51.28,9.58,23.248
1,3,1,22.4,3.27,2.845
1,1,1,30.11,4.78,9.322
1,2,2,29.36,5.78,7.941
1,3,3,32.98,6.09,10.556
1,1,1,32.09,7.35,8.276
1,3,2,35.02,8.83,9.013
1,2,3,29.55,2.68,5.728
3,1,2,34.38,9.07,17.957
1,1,1,7.8,6.62,8.645
3,3,2,20.35,2.6,22.219
1,1,4,10.96,2.21,2.839
1,1,4,26.4,8.02,8.32
1,1,4,3.94,4.35,5.24
1,1,5,10.73,9.33,7.816
1,1,3,10.79,4.23,5.549
1,1,1,47.85,0.79,1.01
3,2,3,39.72,0.23,42.291
1,1,3,11.58,7.94,10.42
2,3,3,47.9,5.77,15.881
1,3,4,17.06,2.56,4.853
1,1,1,37.35,9.54,13.879
1,3,2,31.5,8.82,8.807
1,2,3,10.47,4.22,3.428
3,1,1,36.04,2.1,18.6
2,1,1,35.84,8.74,28.41
2,2,1,23.77,0.14,7.485
1,3,2,9.38,9.32,6.774
1,1,2,18.49,1.52,2.125
3,2,1,36.47,8.1,28.997
1,3,4,28.35,6.81,9.967
1,3,3,40.18,3.52,4.219
1,3,2,57.38,4.43,6.766
2,1,3,16.23,1.93,2.872
2,1,1,16.44,3.55,5.281
2,1,2,20.23,7.25,12.488
2,1,4,17.63,0.84,4.065
1,3,3,51.75,7.62,12.547
3,2,2,26.58,5.6,36.588
1,3,2,17.63,9.83,9.436
2,1,3,37.43,7.66,10.302
1,1,3,28.42,1.39,1.042
3,1,1,50.24,2.53,20.322
1,1,1,42.96,2.14,4.614
1,2,3,4.43,4.69,5.421
1,2,3,21.78,1.17,2.173
1,2,1,48.87,8.4,12.423
1,3,3,22.47,7.85,5.259
2,1,2,33.15,9.85,13.762
1,1,2,25.16,6.0,5.774
3,2,1,51.71,2.03,29.835
1,1,1,29.62,4.04,3.787
2,1,3,11.45,2.67,7.309
1,1,2,33.89,5.55,8.611
2,3,1,12.94,8.37,8.923
1,3,2,2.09,9.4,12.073
1,1,2,34.39,5.23,7.177
3,2,2,39.15,5.01,41.835
1,1,4,12.25,0.8,1.844
1,1,2,43.97,3.85,4.716
2,1,3,15.48,5.96,9.034
2,1,2,37.4,4.91,7.916
1,3,2,9.93,5.33,6.944
1,1,2,26.65,1.1,1.987
2,2,1,24.41,2.67,11.558
2,3,4,45.83,0.55,4.695
3,1,1,3.74,7.93,22.934
1,2,2,40.13,0.33,1.663
2,1,2,4.98,5.8,8.888
1,1,2,10.73,5.26,6.101
3,1,1,43.45,4.0,20.132
1,3,3,37.0,5.09,4.301
2,1,1,5.81,2.52,7.862
1,1,4,6.34,9.1,10.731
1,1,3,25.49,6.51,6.122
2,3,3,19.27,1.56,6.232
1,2,1,20.48,5.79,7.971
3,3,5,17.86,4.6,15.063
1,2,1,42.8,1.34,3.408
2,1,1,11.38,3.56,8.277
1,1,2,39.49,4.66,6.479
1,1,4,35.57,3.31,2.7
1,1,3,21.4,3.07,3.339
1,2,1,14.6,3.17,2.577
1,2,3,22.79,6.49,8.383
2,1,1,25.68,6.23,11.525
2,3,2,13.35,9.0,11.968
2,1,1,37.83,5.57,12.625
1,2,1,46.53,2.91,4.315
1,1,4,3.33,7.33,7.474
1,2,2,20.24,7.89,8.359
2,3,1,12.89,8.72,19.785
2,1,1,38.54,7.98,13.442
1,1,4,15.78,5.61,8.499
2,2,1,19.07,7.85,12.028
1,3,3,34.27,2.03,2.028
1,2,1,46.4,8.66,14.479
1,1,1,4.13,3.06,2.852
1,2,2,51.0,8.4,13.751
2,2,2,41.75,9.61,18.494
3,1,3,16.72,4.27,14.915
1,2,3,25.84,2.25,2.879
1,2,1,33.9,7.87,5.931
2,1,1,26.21,1.67,5.722
3,1,4,5.63,8.04,18.698
2,2,2,42.36,7.26,17.874
1,1,1,31.56,8.08,7.509
2,1,2,6.33,8.37,12.074
1,2,1,42.26,1.5,1.62
3,1,5,11.93,1.42,7.978
1,1,3,13.39,8.8,7.994
2,3,1,26.04,9.2,13.311
1,2,1,50.26,8.19,10.582
1,1,3,24.75,6.13,8.905
2,1,2,44.25,2.01,5.673
2,1,2,32.7,7.26,15.18
1,2,1,54.97,9.18,9.547
3,1,2,71.26,0.72,47.122
2,1,4,15.55,8.26,7.847
1,3,1,8.02,1.26,2.021
1,2,3,47.05,1.98,3.309
1,3,1,27.49,0.49,1.299
2,2,3,24.45,7.12,8.346
1,3,3,44.18,7.83,13.532
1,1,1,45.17,6.58,6.649
3,1,4,21.02,0.69,12.902
3,1,5,20.52,3.42,18.517
2,1,2,44.42,9.51,7.947
3,3,3,30.86,6.27,21.308
2,2,2,43.01,5.64,18.45
2,1,1,29.25,0.18,2.801
2,1,2,17.69,3.59,8.488
1,2,4,37.19,2.29,2.466
1,1,2,23.31,1.99,2.98
1,2,5,14.89,5.34,5.307
2,3,4,12.3,0.83,3.408
1,2,1,26.25,4.14,4.301
1,1,3,30.89,5.97,6.213
1,2,2,47.52,8.87,16.248
1,2,5,55.14,7.43,10.259
1,3,1,37.01,3.23,4.171
2,1,1,16.15,3.22,7.337
2,2,1,34.46,2.69,8.257
1,2,2,26.14,6.62,9.485
1,1,3,25.28,1.09,1.511
1,1,2,10.96,9.04,9.144
2,1,5,14.63,4.89,3.62
2,3,3,33.85,6.6,9.508
1,1,5,4.25,5.87,3.887
2,1,1,10.15,6.59,10.203
1,1,1,49.84,7.04,6.377
1,1,4,48.78,4.34,7.187
3,2,1,14.81,4.9,31.792
1,1,1,24.47,7.31,6.168
1,2,1,11.29,3.04,5.083
1,1,1,35.08,0.45,1.514
2,1,3,19.12,7.27,7.657
3,2,4,10.41,2.72,24.423
3,3,3,4.98,0.85,20.453
1,1,1,21.04,8.92,16.084
1,1,3,4.88,3.93,5.003
2,1,1,73.89,5.49,12.035
1,1,1,37.55,1.42,2.492
2,1,1,49.74,9.05,18.503
2,3,4,22.92,8.15,11.939
1,1,1,40.45,9.24,11.513
2,1,4,26.76,1.59,4.927
1,3,1,41.41,9.84,12.727
1,2,2,44.15,2.61,2.797
1,1,4,55.38,3.05,3.783
1,2,1,40.8,9.63,17.055
2,2,2,19.65,6.49,8.005
2,3,1,46.94,5.85,9.089
3,1,1,13.71,3.97,17.612
3,2,4,43.66,9.41,38.242
1,2,1,25.47,5.81,7.267
1,3,2,20.34,2.21,2.982
2,2,2,8.21,9.49,14.005
3,1,1,34.15,2.77,18.566
1,3,4,40.28,3.09,4.901
1,1,1,14.19,6.71,11.056
1,1,1,31.78,6.13,8.102
1,1,1,55.64,0.33,3.532
2,3,1,14.67,2.97,5.006
1,2,2,13.09,3.79,3.518
2,3,3,63.22,8.34,9.384
2,2,4,3.48,0.23,4.672
2,1,1,57.31,6.47,12.888
1,2,5,20.66,4.91,2.721
1,1,2,11.2,0.35,1.146
2,1,2,66.69,4.72,8.115
2,3,2,21.07,8.99,9.993
1,3,2,21.47,2.82,3.051
2,2,1,25.15,2.75,9.573
1,1,4,15.58,9.52,9.437
2,2,1,21.42,9.33,16.639
1,2,2,63.51,9.67,9.318
1,1,4,60.67,1.49,1.489
1,1,2,17.93,0.81,1.195
1,1,1,40.88,6.77,6.932
1,1,2,11.73,1.39,2.706
1,2,4,18.02,7.0,4.614
1,1,2,68.43,1.64,1.838
2,3,1,35.61,6.25,11.623
1,3,3,47.86,7.53,8.757
2,1,1,55.67,3.58,7.661
2,3,1,29.13,9.68,11.618
1,2,2,26.04,2.91,2.893
1,3,1,60.24,3.76,4.038
2,3,1,39.05,2.28,6.476
2,1,2,9.66,3.53,4.654
1,3,5,32.61,5.82,9.237
2,1,1,7.77,9.77,15.507
1,3,5,7.89,1.11,1.922
1,2,2,19.15,0.39,1.467
2,2,3,23.04,5.38,13.248
1,1,2,30.76,1.42,2.165
2,1,1,29.98,8.51,14.376
1,1,1,25.14,8.94,9.286
2,1,2,12.64,3.4,7.476
1,1,5,33.33,1.03,1.176
1,1,1,18.36,8.93,9.183
1,3,2,57.14,0.74,1.784
1,3,2,17.83,0.89,1.686
2,2,1,61.58,3.18,7.703
1,3,1,49.1,2.29,3.515
1,2,4,64.73,3.89,3.274
1,3,3,18.62,6.78,5.033
1,2,5,6.91,3.29,3.664
2,2,4,27.83,2.48,5.179
1,1,4,38.5,8.87,11.936
3,2,1,32.97,3.42,41.656
1,2,2,13.72,4.75,5.118
2,1,2,23.97,2.59,9.289
1,1,2,25.54,2.26,2.814
1,3,3,1.8,1.96,3.13
2,3,5,19.52,5.85,7.069
3,2,1,49.05,9.29,43.187
2,1,3,10.16,8.46,12.911
1,1,3,41.36,3.18,3.409
1,1,3,24.17,7.48,5.761
2,3,1,13.15,8.57,10.258
1,1,1,23.96,7.28,5.861
2,1,1,34.91,2.25,3.327
1,2,2,43.41,2.63,3.139
1,2,3,19.27,9.49,9.93
2,3,5,13.65,1.17,3.616
2,1,4,37.01,8.51,14.163
1,1,1,13.55,3.11,3.968
1,1,2,13.68,2.2,2.205
2,2,3,28.75,1.87,10.821
1,1,2,40.14,7.93,7.234
1,2,1,15.07,4.97,12.622
1,1,2,47.31,6.06,11.035
2,1,3,5.72,5.85,8.868
2,1,3,6.37,9.93,12.105
1,3,3,32.82,3.65,3.63
1,2,1,3.98,1.61,4.213
1,2,2,42.17,3.65,3.888
1,1,1,8.58,1.32,1.365
1,1,1,17.87,7.81,7.244
1,1,4,28.25,4.57,4.673
2,3,1,45.29,6.58,14.339
1,1,3,25.03,8.67,10.096
1,1,3,17.54,3.66,3.218
1,3,1,19.03,2.47,3.352
2,2,1,41.22,9.66,21.639
2,1,1,25.75,8.07,7.57
1,1,2,14.23,5.78,6.072
2,1,1,57.55,9.92,25.69
1,2,1,37.83,9.71,11.209
1,3,1,36.51,4.3,6.333
3,1,2,32.75,5.73,18.927
1,1,2,27.96,7.0,7.106
1,1,4,36.71,1.17,1.331
1,1,1,28.4,4.51,3.579
1,2,2,17.41,5.67,7.735
2,1,2,36.92,2.13,5.454
1,3,2,40.33,5.77,9.004
1,1,1,62.07,8.08,9.455
1,2,1,9.14,9.56,7.045
1,2,1,24.98,6.24,6.542
1,2,1,54.23,9.91,7.395
1,3,2,66.56,8.25,9.599
2,2,3,53.96,6.24,10.695
1,2,1,3.22,6.97,8.4
1,2,1,17.26,7.41,9.187
1,2,2,5.39,8.2,9.267
1,1,2,5.64,6.6,7.481
1,2,2,59.44,0.25,2.898
2,3,1,37.3,1.22,5.821
1,2,1,19.35,3.28,5.57
2,3,2,28.37,1.8,5.285
3,3,2,29.62,0.62,21.424
1,1,1,30.96,0.99,2.475
1,2,1,35.48,8.0,8.368
1,3,3,58.13,3.61,3.778
2,1,4,20.55,3.27,4.995
1,1,3,20.78,3.87,3.968
2,1,3,16.87,1.54,6.277
2,3,5,7.41,7.25,8.438
2,3,1,42.03,1.58,7.349
1,3,1,24.33,9.04,7.511
3,1,2,12.56,0.46,14.27
1,2,5,36.46,6.09,4.903
1,1,2,9.41,2.99,3.511
1,3,4,21.14,6.11,7.788
3,3,5,54.47,5.07,22.21
1,2,3,28.03,3.97,5.241
2,1,2,21.44,7.45,14.528
1,3,3,17.87,0.42,0.792
3,3,2,28.37,6.55,36.434
1,3,2,56.29,5.09,5.784
1,2,1,19.94,1.15,2.346
3,1,1,36.31,9.63,45.687
1,1,1,45.66,9.1,10.962
1,1,2,27.35,7.12,6.676
1,3,1,24.78,8.92,10.014
1,1,1,35.95,0.54,2.062
1,2,3,44.91,3.85,3.31
1,3,2,22.84,1.57,2.279
1,1,2,39.24,7.54,16.923
2,2,4,36.88,5.73,7.407
1,2,2,3.4,6.42,5.592
1,2,2,16.35,4.44,6.347
1,2,4,15.13,7.15,8.064
1,2,4,8.16,8.67,16.218
2,1,2,5.09,1.54,4.385
3,2,2,44.81,4.79,55.541
3,3,1,10.72,4.07,36.091
1,1,1,13.96,5.6,5.099
1,1,3,14.49,9.3,9.396
1,1,1,50.2,0.38,1.684
1,2,4,12.32,3.4,3.148
1,1,2,47.07,0.71,3.159
2,1,1,22.17,7.0,6.9
1,2,1,51.1,4.25,11.752
1,2,2,25.59,3.36,6.835
1,2,5,46.26,5.83,4.467
1,3,3,63.71,5.6,6.582
1,1,2,16.91,7.88,5.306
1,3,1,48.09,3.72,3.413
2,2,2,44.8,6.39,15.528
1,1,1,9.08,0.3,1.376
1,1,2,28.94,5.96,7.125
1,2,1,14.82,2.86,2.378
2,2,1,37.87,0.47,6.758
1,3,4,5.6,0.16,0.917
2,2,3,16.61,4.7,12.981
3,3,4,20.51,4.62,16.58
1,1,1,31.98,6.87,8.861
2,2,2,7.29,0.22,6.247
1,1,2,24.1,0.4,0.982
3,1,1,22.46,9.46,22.862
1,2,2,11.04,3.86,6.357
3,1,5,23.12,8.46,17.528
1,1,1,44.56,7.09,8.851
1,1,1,75.58,8.24,13.72
1,3,1,52.56,6.76,4.139
2,3,1,17.83,5.77,7.727
1,3,2,30.4,3.18,3.021
1,1,2,11.48,8.8,8.268
2,1,3,17.24,4.6,9.054
2,1,1,62.38,1.02,9.039
1,2,2,29.61,8.62,11.277
1,3,1,61.79,2.17,5.23
1,1,1,17.49,7.91,11.665
2,2,3,25.84,2.38,7.323
1,1,1,11.03,1.52,3.175
2,2,3,15.51,5.01,14.281
1,3,3,37.32,5.17,4.736
1,2,5,2.51,6.56,6.771
1,2,1,2.68,6.91,7.042
1,1,3,24.51,7.21,9.21
2,1,1,50.89,0.19,7.156
1,1,1,68.44,4.89,8.524
1,3,2,41.42,6.15,7.618
3,2,1,11.87,9.69,58.749
3,1,2,31.39,1.56,10.755
2,2,3,32.25,6.49,11.522
1,1,4,1.84,7.74,8.654
1,1,1,11.5,2.32,2.466
2,1,1,47.78,1.63,4.409
1,3,2,38.61,9.98,18.885
1,1,2,44.19,4.85,6.535
2,3,3,29.73,0.56,4.437
1,1,1,55.96,8.75,13.63
1,1,2,30.7,0.68,1.168
3,3,2,18.75,9.15,21.965
2,1,1,12.09,3.66,7.456
1,3,1,29.09,4.71,4.687
1,2,5,37.25,6.54,7.041
1,1,3,13.9,2.35,2.276
1,3,1,70.88,9.63,14.952
2,1,1,51.92,2.04,9.32
2,1,3,33.8,4.24,8.162
1,3,1,28.54,0.95,1.763
1,1,1,14.73,4.14,4.257
2,2,2,45.57,1.93,5.459
1,1,2,21.42,4.92,8.108
1,3,1,22.38,5.32,5.688
1,1,4,6.49,3.01,3.668
2,1,3,17.18,5.77,6.842
1,3,1,17.35,9.76,11.283
2,2,5,22.49,6.35,11.566
1,2,1,24.4,8.45,10.828
2,2,1,25.76,3.4,9.125
1,2,1,50.35,5.08,6.042
1,1,2,27.0,6.15,10.219
1,2,2,47.02,7.18,12.202
1,1,2,14.82,3.84,4.616
1,1,2,33.74,6.29,4.927
1,1,2,15.9,6.92,5.945
1,3,1,15.8,5.86,7.391
1,1,2,36.01,7.81,10.837
3,1,4,16.01,1.49,8.427
1,2,3,58.11,7.69,6.618
2,1,2,36.36,4.57,8.34
3,1,4,8.18,2.71,10.587
1,1,5,23.86,2.47,2.589
2,1,3,38.82,7.75,9.272
2,3,1,36.2,8.0,15.692
2,2,1,16.95,4.13,16.282
1,1,3,31.6,2.62,3.824
1,1,2,45.36,4.81,7.887
1,2,2,24.08,3.8,4.788
1,1,2,29.97,1.24,1.858
3,1,1,13.19,2.46,15.636
3,2,1,38.18,2.45,30.588
1,2,1,11.85,4.68,6.763
2,1,2,49.69,8.09,10.028
1,1,2,41.81,8.38,10.661
3,2,1,20.15,8.98,41.197
1,1,1,31.47,5.94,14.11
3,1,1,59.98,9.59,28.514
2,3,1,24.97,9.12,21.113
1,1,2,8.19,6.35,5.362
1,2,2,33.03,8.82,14.359
2,3,3,17.67,2.12,3.329
1,1,1,61.39,3.68,1.67
1,1,1,48.51,3.15,2.519
3,2,2,16.5,3.11,25.756
1,1,3,39.12,6.93,5.927
1,1,4,53.73,2.84,3.178
1,3,2,8.58,5.68,7.836
1,1,4,28.54,9.47,12.368
3,3,2,34.86,7.8,31.219
1,2,3,26.79,1.3,3.571
1,2,1,5.58,7.57,7.527
1,1,1,35.16,9.51,9.96
3,2,3,15.52,8.53,28.05
1,2,2,11.37,5.34,6.133
2,1,2,47.1,6.96,8.104
2,3,3,44.72,5.23,12.281
2,3,2,29.77,1.28,5.753
3,1,1,40.32,5.5,30.555
2,1,1,57.76,3.95,12.264
3,3,1,22.99,1.05,23.944
1,1,3,48.44,5.63,11.817
2,3,2,22.95,2.85,6.419
1,1,1,40.63,4.67,12.704
1,1,1,46.81,8.72,6.655
2,1,1,34.89,7.88,12.831
3,1,2,16.21,1.66,25.186
2,2,1,11.37,1.15,8.754
1,1,2,33.84,5.6,4.8
1,3,2,59.97,1.24,4.104
1,1,2,18.58,8.52,8.499
1,2,3,20.53,1.2,2.721
1,2,4,7.64,8.33,5.82
1,1,4,20.8,2.87,2.99
1,3,2,19.61,8.29,13.882
2,1,3,34.3,4.06,7.369
1,2,2,41.62,6.44,5.85
3,1,2,64.47,9.32,50.103
2,1,2,33.2,8.96,9.346
1,1,3,27.79,4.41,5.627
1,1,4,48.15,9.2,8.547
1,3,1,29.97,9.41,10.182
3,3,1,9.24,8.72,30.911
1,3,1,37.97,5.24,6.601
1,2,3,25.17,1.02,2.51
3,2,2,58.61,8.81,33.549
3,3,2,23.83,1.67,14.508
1,2,3,38.36,5.33,6.905
1,3,1,1.75,4.62,5.914
1,1,2,49.52,4.32,6.705
1,2,1,60.89,6.49,6.769
1,1,2,55.75,8.39,8.553
1,1,1,35.12,5.28,7.527
3,1,1,12.58,9.76,28.377
1,3,2,15.09,9.87,8.159
2,2,5,57.33,1.64,2.861
1,1,1,20.16,2.62,3.049
2,3,2,42.76,3.2,5.522
2,3,4,7.77,3.32,5.502
2,2,1,20.05,3.22,12.837
3,1,4,73.19,3.07,42.768
1,1,2,34.52,0.77,1.482
1,3,1,12.44,7.6,8.074
1,1,2,21.35,8.5,7.46
1,1,3,8.08,7.52,7.016
3,1,2,15.79,7.79,28.15
1,2,3,14.91,2.54,2.584
2,1,1,25.2,4.65,9.143
1,3,1,33.56,6.86,10.843
1,3,3,10.88,9.61,7.763
1,3,2,20.2,3.86,4.627
2,1,2,62.28,9.71,14.646
2,1,5,64.97,9.35,9.153
1,2,5,20.18,6.45,6.842
1,3,2,9.36,6.76,9.723
2,1,2,40.15,9.92,13.69
1,1,1,36.97,3.48,3.111
3,2,2,29.9,9.11,43.355
1,2,3,12.97,7.36,9.028
1,1,1,40.72,0.99,1.869
1,1,1,57.57,1.33,1.213
1,1,2,7.71,7.46,7.845
1,1,2,25.82,4.33,4.769
1,1,1,50.9,6.44,8.795
3,2,1,42.25,4.0,44.534
1,1,1,23.92,8.42,10.901
1,1,5,10.36,3.6,3.577
1,1,2,35.84,4.01,3.568
1,1,2,23.08,8.11,13.626
1,2,1,7.64,9.16,6.931
1,2,1,1.71,6.4,7.301
2,2,1,15.98,3.89,12.7
1,1,1,29.93,3.15,2.148
3,1,1,25.14,0.51,17.153
1,2,1,26.75,7.61,10.767
2,1,4,47.87,2.72,8.096
1,1,4,6.75,7.68,6.665
1,2,2,17.67,2.02,3.279
2,1,2,30.68,6.02,10.781
2,1,1,9.27,4.41,5.972
2,1,5,26.63,0.38,3.531
1,1,1,47.09,2.67,2.197
2,3,1,55.1,3.06,15.211
2,2,2,10.22,3.95,10.288
2,1,3,22.55,0.63,3.562
1,1,1,39.85,3.03,2.988
2,1,1,43.02,0.75,4.981
2,2,1,23.45,9.87,12.999
3,2,1,5.04,1.7,24.322
1,1,3,18.31,7.2,8.992
1,3,2,41.46,4.69,4.894
2,3,2,25.82,8.25,15.223
1,2,1,23.67,0.8,2.343
2,3,5,3.89,5.73,8.774
1,1,4,24.2,0.76,1.616
1,1,2,48.95,4.53,7.166
2,1,1,20.05,1.85,4.022
1,1,1,20.98,0.15,0.839
1,1,2,7.75,2.22,2.632
2,3,3,30.78,7.7,9.325
2,3,1,25.59,1.42,4.447
2,2,4,33.88,3.47,7.119
1,2,1,31.1,3.49,6.98
1,1,4,12.99,9.36,9.895
3,1,2,28.77,4.38,17.019
1,1,2,34.08,6.44,9.445
1,2,1,27.18,8.94,14.253
1,2,2,41.52,8.39,10.51
1,2,2,11.5,2.31,4.086
2,3,2,19.96,7.68,8.353
2,1,4,29.42,7.18,7.249
2,1,1,52.91,6.4,10.251
1,1,3,6.51,3.02,3.307
1,3,2,32.33,2.32,2.018
1,1,5,52.83,3.64,5.194
1,1,1,8.66,8.34,8.67
1,3,4,66.74,2.92,1.694
1,1,1,13.22,8.48,10.409
1,1,2,15.11,4.43,5.933
1,1,2,41.32,2.76,5.799
2,1,2,8.68,6.66,11.171
1,2,2,11.24,8.94,10.23
1,3,5,16.38,6.62,7.291
2,1,3,48.91,5.15,9.927
2,2,3,56.92,9.67,19.945
2,1,3,10.75,8.52,7.688
1,3,1,16.34,4.11,4.542
2,1,1,43.65,1.16,5.561
1,1,1,25.19,7.03,8.398
1,1,2,29.17,6.38,8.094
1,3,2,35.13,8.51,11.596
1,1,1,26.55,9.75,17.616
1,1,1,33.15,6.4,9.749
1,1,1,55.51,2.46,2.27
2,3,1,51.94,8.99,28.606
1,1,2,26.41,9.97,8.33
1,3,2,63.22,1.7,5.595
