taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
1,1,1,54.61,5.08,3.646
2,3,2,11.55,1.44,3.748
2,1,1,10.59,0.93,3.758
1,3,3,42.24,3.92,6.718
2,2,2,52.15,9.4,17.586
2,1,1,54.84,3.73,5.83
1,1,1,24.77,9.78,9.718
3,2,2,46.79,7.26,37.68
1,1,2,22.29,9.74,9.786
2,1,3,35.05,8.58,14.332
3,1,1,29.54,8.16,29.934
1,1,4,14.39,1.84,2.906
2,3,1,20.75,3.2,7.199
1,1,4,12.58,6.83,7.939
2,1,4,12.59,3.37,6.949
2,2,2,8.22,5.87,10.901
1,2,5,37.46,1.04,1.026
1,3,2,53.77,4.96,5.541
1,3,2,50.62,7.47,15.233
1,1,1,10.94,7.72,8.977
1,1,1,40.23,3.92,4.852
1,2,2,42.67,7.29,7.221
1,1,4,33.06,5.64,5.339
1,2,5,36.76,3.49,4.44
2,1,2,29.07,0.73,4.991
2,3,4,24.05,0.62,2.479
2,2,3,30.36,1.63,5.108
1,2,3,12.31,7.97,9.533
2,1,1,12.11,1.19,4.569
1,3,2,47.82,4.75,3.222
1,2,2,25.12,1.07,1.983
1,3,3,44.23,7.07,11.947
2,3,2,16.1,0.86,4.669
1,1,3,55.27,6.27,5.275
1,1,5,51.92,6.72,6.905
3,1,2,36.6,1.86,27.586
1,2,3,23.64,2.29,3.734
1,2,2,55.97,9.66,8.872
3,1,2,43.95,1.27,23.724
1,3,2,8.76,8.12,8.218
1,1,5,22.71,7.08,5.452
2,2,3,19.21,2.2,8.767
2,1,3,20.19,8.77,12.916
1,1,1,22.61,0.8,1.182
2,1,2,20.31,5.58,10.832
1,2,4,25.37,1.66,1.39
1,2,4,12.16,5.6,6.333
1,1,5,27.28,5.77,11.07
1,2,3,19.0,0.11,1.728
2,2,3,53.16,7.97,13.768
2,1,1,37.06,1.91,12.956
1,2,3,33.57,1.16,2.648
1,1,1,55.25,7.76,8.27
1,3,4,21.98,1.74,2.466
2,2,1,40.48,9.74,15.25
1,1,4,14.37,9.05,11.468
2,2,2,5.57,0.97,5.764
1,1,1,14.72,5.55,6.66
1,3,2,36.8,6.05,6.509
2,2,2,14.12,0.92,4.214
2,1,3,13.21,9.26,10.26
1,2,3,53.15,3.19,4.513
2,1,2,8.66,0.8,3.636
3,3,1,22.07,9.6,38.905
1,3,4,37.95,2.16,3.407
1,2,5,22.83,3.72,4.031
1,2,3,25.1,5.13,5.495
2,2,1,36.95,2.73,10.688
1,1,3,9.05,8.6,8.594
1,1,1,11.0,5.31,5.405
1,3,5,11.35,5.9,5.316
2,1,1,36.22,6.95,9.935
1,1,1,17.99,9.48,11.612
2,1,1,23.83,7.56,8.581
1,3,3,47.94,1.96,3.458
3,3,2,53.37,7.59,91.372
1,1,3,24.19,5.65,5.454
1,1,1,27.08,8.98,9.145
2,3,4,25.83,9.51,11.229
3,1,2,32.21,9.42,28.248
1,3,1,21.36,6.4,6.777
1,3,3,40.66,7.29,7.614
2,2,2,10.86,4.08,6.593
2,1,2,8.75,8.32,10.641
1,2,1,14.35,0.34,1.171
1,3,3,16.99,4.92,4.677
2,1,1,32.89,8.74,17.636
2,3,2,41.42,9.47,11.112
2,1,2,34.22,8.56,10.841
1,3,3,13.45,0.26,1.056
1,2,1,42.59,6.8,7.718
3,1,1,27.25,6.03,27.39
2,1,1,55.28,0.18,10.023
2,1,2,18.09,2.99,6.698
1,1,1,14.87,0.7,1.014
1,3,2,37.46,5.4,8.459
2,1,1,7.97,6.68,9.226
1,3,2,30.58,7.13,4.779
3,1,2,22.94,1.13,11.862
1,2,1,31.65,5.14,6.117
2,3,3,22.78,3.98,8.887
2,2,2,16.21,5.21,9.638
1,3,3,18.75,8.42,9.711
1,3,2,36.58,9.46,9.125
2,2,1,15.11,0.63,10.308
1,2,1,47.64,2.79,3.601
1,1,2,37.54,9.23,14.925
2,1,4,18.13,6.34,8.508
3,1,1,14.98,7.16,25.491
1,3,1,19.72,4.23,2.719
1,2,2,9.36,1.31,3.362
1,2,2,21.71,3.9,3.912
1,3,4,52.21,0.62,1.884
1,1,1,54.11,1.44,2.018
1,3,4,2.65,5.64,4.677
2,1,3,4.94,4.94,9.011
1,1,3,34.25,3.67,3.656
3,2,1,42.88,6.15,42.84
1,1,1,21.35,6.13,6.319
1,2,1,26.52,7.05,5.139
2,2,3,7.48,3.79,6.378
2,3,1,55.47,7.07,7.065
1,1,1,36.78,8.06,6.768
1,1,1,70.26,9.48,19.653
1,1,4,34.94,1.16,2.374
1,1,1,15.11,7.33,12.585
1,1,2,17.61,1.29,2.397
1,1,3,10.43,4.13,4.98
1,3,4,49.99,4.62,8.876
1,3,3,24.07,0.74,1.274
3,3,2,12.92,4.4,32.209
2,1,1,34.44,2.78,6.857
1,2,1,15.74,3.26,4.489
1,1,1,29.03,5.57,6.396
1,1,2,22.61,6.8,10.556
1,1,1,12.35,8.79,15.207
2,3,2,10.47,7.33,8.347
2,2,2,10.33,7.79,16.336
3,1,3,8.98,7.62,18.618
3,2,1,11.91,1.02,29.303
3,3,5,57.68,3.69,23.434
3,1,3,39.57,5.66,28.53
1,3,1,30.5,4.09,3.499
1,1,1,45.51,8.28,6.014
1,1,5,14.16,5.28,5.738
1,3,4,16.09,0.69,0.886
1,1,1,11.59,1.77,2.534
2,2,1,50.84,7.98,23.692
2,1,5,25.23,8.7,11.886
1,2,2,37.88,9.97,12.637
1,2,2,13.35,7.72,7.228
1,3,1,15.89,7.76,12.824
1,3,3,28.67,3.5,6.014
2,2,2,49.32,6.93,22.697
1,1,2,17.83,4.61,6.017
2,1,3,62.95,7.84,8.943
1,2,1,34.95,0.37,1.242
1,1,2,23.59,6.2,9.309
1,1,2,25.48,3.02,3.213
2,3,2,12.98,6.13,7.176
2,1,5,25.77,8.9,5.672
1,1,2,13.06,6.34,8.879
3,3,1,51.97,5.29,54.146
1,2,1,5.98,3.22,7.088
2,2,2,54.42,9.3,19.23
1,1,1,49.45,1.13,2.184
1,1,2,22.38,1.99,1.55
2,2,1,42.79,9.11,23.656
1,1,1,12.58,7.48,7.792
1,2,1,8.6,0.15,1.312
1,1,2,41.46,4.29,3.946
1,1,1,18.14,7.83,8.338
2,1,2,8.69,9.66,13.502
2,1,1,33.25,7.97,10.728
2,1,4,57.64,3.96,4.727
1,2,2,27.89,8.3,11.818
1,2,3,17.1,8.45,10.523
1,1,4,26.48,2.36,2.626
1,2,4,25.99,9.3,14.763
1,1,4,13.3,3.69,3.896
3,1,1,6.81,2.58,19.045
2,3,1,32.82,9.38,7.704
2,2,3,1.41,7.0,9.742
1,2,2,23.3,8.5,10.693
1,1,2,41.98,4.51,4.85
1,1,2,23.67,5.89,7.592
1,2,1,29.35,9.74,6.125
1,2,1,36.95,6.8,9.941
1,2,2,6.57,8.77,9.478
1,3,2,47.8,9.21,16.023
3,1,3,18.89,5.99,18.007
1,3,2,25.29,9.85,12.499
3,2,1,34.23,8.09,49.599
1,1,1,39.25,3.08,5.205
1,1,1,51.39,5.53,7.289
1,2,1,16.4,5.06,6.3
1,1,3,12.79,3.81,4.135
1,2,2,26.73,5.33,8.623
1,2,4,57.68,8.0,8.416
3,1,2,32.96,6.03,19.111
1,2,1,6.01,9.11,12.094
2,2,2,4.9,6.02,14.265
1,1,1,53.8,4.03,8.602
1,3,1,38.76,7.56,14.162
1,1,2,49.81,2.2,3.275
1,3,2,46.23,5.52,8.117
3,1,1,25.65,8.26,44.57
2,1,3,17.65,8.93,14.856
2,2,2,20.66,1.89,11.105
1,1,1,45.53,8.83,13.268
1,1,3,11.22,6.28,5.706
3,1,1,38.76,2.09,20.645
1,2,2,50.95,0.23,1.091
1,2,2,27.3,3.75,4.625
1,1,2,20.52,4.33,4.286
2,1,3,16.26,2.61,4.431
2,1,1,43.84,0.15,4.338
2,3,1,30.74,4.65,7.546
2,1,2,7.82,9.31,9.412
1,2,1,24.25,9.43,13.972
3,1,1,28.9,4.95,19.257
1,2,2,11.09,9.04,9.509
2,3,1,16.08,1.0,7.214
1,1,2,10.55,8.5,7.654
3,2,2,10.19,5.63,36.548
1,1,3,27.62,0.79,0.96
1,2,4,24.2,0.74,1.62
1,1,2,2.13,0.36,1.064
1,1,4,32.02,3.32,3.239
1,1,2,32.73,5.47,8.246
2,1,3,6.53,7.81,11.551
1,3,3,29.12,6.03,7.462
3,2,3,79.26,5.03,98.065
1,1,3,47.03,2.48,4.21
2,2,4,24.51,6.1,10.237
1,2,2,11.66,9.75,7.651
2,1,5,23.37,9.39,18.548
1,1,2,10.41,4.0,4.073
1,2,1,54.37,4.92,3.127
3,1,1,14.56,4.23,29.917
1,2,2,33.61,5.71,8.285
1,1,1,19.9,4.17,4.899
2,1,1,28.26,2.3,5.877
2,2,1,42.72,2.11,13.252
1,2,2,29.19,8.31,17.457
1,3,1,39.16,5.06,5.494
2,1,2,26.26,1.37,3.668
2,2,2,50.47,5.52,12.579
3,3,3,25.89,6.87,16.726
1,2,2,19.73,1.83,2.819
2,3,1,23.27,9.88,19.981
1,3,5,53.46,1.69,2.594
3,3,4,55.23,5.24,32.052
1,3,1,38.07,0.4,1.992
2,2,1,7.41,8.22,13.272
1,1,2,22.37,1.25,1.392
1,3,4,67.62,7.14,7.797
2,3,3,53.75,3.08,8.033
1,1,4,8.85,5.14,6.678
3,1,5,26.6,7.73,20.861
1,1,3,35.42,9.56,5.635
2,3,1,26.94,1.77,4.267
1,1,1,56.59,8.42,14.138
1,1,1,15.3,2.27,2.219
1,2,1,26.6,0.69,2.611
1,1,1,18.29,8.45,4.873
1,3,2,21.69,3.17,6.258
2,1,3,35.73,8.23,11.516
2,1,1,54.78,8.92,21.217
2,1,3,25.82,6.26,9.462
1,2,4,43.33,3.57,7.416
1,2,1,10.37,1.51,3.775
1,1,1,5.37,1.83,2.43
2,1,2,8.84,6.31,6.665
2,3,4,13.01,4.97,5.235
1,2,3,20.99,6.74,6.075
2,2,1,5.72,0.81,5.532
1,1,2,45.78,2.68,5.688
1,3,3,28.77,1.97,2.348
1,2,1,8.72,9.25,11.344
1,1,2,69.03,2.56,2.197
2,3,2,42.25,0.59,5.124
3,3,1,14.9,1.12,22.201
1,2,4,48.79,5.3,6.417
1,2,1,31.01,0.32,1.175
2,1,3,6.99,2.8,6.146
3,2,3,40.4,5.87,43.921
2,1,1,49.43,1.02,5.445
1,2,3,6.11,5.0,3.745
2,1,1,18.12,7.9,13.192
1,1,1,20.71,7.73,9.061
3,3,1,40.7,2.08,43.632
1,1,4,1.19,1.95,1.921
2,3,4,51.2,8.57,23.043
1,1,1,8.47,7.32,7.108
1,1,2,20.22,3.9,7.915
2,1,5,56.4,8.15,8.726
2,1,2,39.39,0.72,5.019
1,1,1,15.32,1.98,1.737
3,1,1,65.31,6.22,34.896
2,2,2,67.17,6.0,15.842
1,1,1,17.98,6.4,7.824
1,1,2,23.55,7.11,7.044
1,1,3,41.17,3.77,4.191
2,1,2,39.51,2.63,8.893
1,1,1,19.57,6.27,5.873
1,1,3,12.63,9.66,9.217
3,2,2,8.88,4.38,32.205
3,2,3,23.74,0.74,24.677
2,3,1,12.13,7.74,11.619
3,2,2,4.78,4.21,29.491
2,2,1,47.74,2.16,6.991
2,1,1,9.68,0.93,6.533
2,1,2,18.91,8.79,10.352
1,2,2,20.55,9.46,8.388
1,1,1,35.39,7.44,8.785
1,1,2,17.18,3.28,2.921
2,3,3,45.39,6.8,10.093
1,1,2,28.58,3.58,5.89
1,1,3,25.78,1.9,2.464
1,3,4,42.99,8.16,7.088
1,1,3,38.57,7.48,5.741
1,1,1,35.6,8.7,10.477
2,1,3,33.18,8.8,9.09
2,1,1,65.76,7.75,10.184
1,3,2,17.78,6.81,8.238
1,2,5,74.08,0.58,2.915
1,1,1,3.72,1.52,1.858
2,1,1,13.82,2.69,4.187
2,1,1,15.3,0.86,3.838
1,2,5,17.7,2.15,3.259
2,1,2,42.97,1.71,6.242
1,1,3,57.8,9.9,8.478
1,2,1,60.53,8.02,11.594
3,3,1,50.96,0.67,25.598
1,3,1,38.74,0.66,1.257
1,3,3,28.57,7.32,11.931
1,2,1,42.86,2.49,5.849
2,2,4,8.05,9.06,10.53
3,3,2,50.5,9.61,44.017
3,1,4,17.71,7.14,12.715
1,1,2,17.95,3.2,5.41
1,1,2,27.1,8.4,10.735
2,3,1,34.36,3.14,8.758
1,3,2,10.61,5.33,4.484
2,3,2,66.78,0.71,12.693
2,1,1,12.25,5.06,9.022
1,3,5,39.07,2.87,4.025
2,1,1,26.76,7.76,15.556
1,1,1,26.95,6.2,8.128
1,2,2,21.75,4.86,4.343
1,2,2,28.49,6.55,10.483
1,3,1,8.76,3.16,3.382
2,1,5,12.77,1.14,2.714
2,1,1,10.47,3.71,6.467
3,1,2,22.18,6.06,14.805
3,1,1,45.85,1.6,18.666
1,3,1,33.92,5.08,4.454
1,1,2,40.4,7.81,6.245
2,1,3,48.75,9.3,12.574
3,1,2,6.32,3.44,20.523
1,2,1,27.66,5.45,11.208
1,3,1,15.5,3.53,5.021
1,1,4,17.61,6.07,9.826
1,1,1,16.55,0.78,1.093
2,3,2,25.1,0.65,7.531
1,2,1,24.07,5.78,6.497
2,1,1,42.21,3.54,15.62
2,1,1,30.68,4.28,6.145
2,3,1,21.71,4.91,12.357
1,2,2,20.45,4.45,4.104
1,1,1,31.59,1.56,1.689
2,1,3,18.0,9.29,20.557
2,1,1,40.63,1.88,4.757
1,1,2,37.86,3.59,4.647
2,1,2,56.81,4.47,6.326
1,1,1,13.79,7.03,7.753
2,1,1,11.32,1.14,7.045
1,1,1,38.6,2.54,3.671
1,1,1,6.3,8.47,8.127
1,1,1,15.88,6.59,6.609
1,3,1,46.65,0.35,1.509
1,1,1,30.95,7.33,8.193
1,3,2,3.03,3.65,4.787
1,3,2,17.9,7.9,10.542
2,3,1,24.98,1.14,4.889
1,1,2,30.02,3.87,5.348
2,1,1,32.67,4.84,5.414
2,2,5,43.19,9.01,14.16
1,1,1,18.9,9.5,8.457
1,1,1,24.45,4.34,4.826
2,1,3,13.16,5.38,8.935
2,2,1,22.46,4.22,14.928
1,3,1,41.99,2.59,3.421
2,1,4,33.17,3.58,6.745
1,3,2,11.8,8.37,9.555
1,2,2,26.08,8.67,6.129
2,1,1,23.66,8.25,12.595
1,1,1,53.35,0.12,2.316
2,1,1,23.25,3.61,9.088
1,3,3,50.72,6.82,6.883
2,2,1,17.94,9.8,14.362
1,2,2,38.75,0.43,1.482
1,2,4,34.77,0.45,1.664
1,1,5,5.96,1.69,2.076
1,3,1,28.83,9.43,6.969
2,3,2,25.73,4.17,9.93
1,2,2,31.13,3.53,5.527
1,1,3,30.7,4.42,5.006
1,1,4,10.2,1.24,1.757
1,1,3,14.93,8.46,7.35
2,1,2,44.99,4.89,14.327
1,2,1,10.93,4.94,4.397
3,2,2,68.43,8.05,60.655
1,3,2,33.0,1.89,2.793
2,1,2,44.28,2.73,5.98
1,1,2,32.36,3.04,3.786
1,1,2,42.61,2.76,2.612
2,3,2,27.38,3.52,6.621
3,2,5,23.89,7.63,18.676
2,1,1,13.04,8.44,11.272
1,2,3,52.51,1.07,4.021
1,2,2,13.36,0.49,1.752
2,1,2,15.23,2.21,3.82
1,1,2,49.24,8.95,9.04
2,1,2,51.51,2.44,6.895
1,1,3,11.03,8.18,7.465
1,2,1,12.35,1.03,2.001
2,1,4,32.39,1.94,6.391
2,2,3,8.35,4.25,6.038
1,2,1,46.04,6.3,9.11
1,2,1,5.93,4.78,4.031
2,3,1,48.43,2.16,9.291
1,1,1,35.61,1.53,1.811
1,2,1,24.27,3.2,5.286
1,1,1,34.77,6.82,13.365
2,2,5,15.46,0.67,3.857
2,2,2,10.61,9.94,20.525
1,1,3,38.2,1.98,3.215
1,1,2,19.22,6.64,8.115
1,2,2,27.77,6.76,5.971
1,2,4,12.36,6.11,8.905
1,2,1,29.82,4.3,6.344
1,1,2,39.74,3.64,3.209
2,2,4,27.93,0.55,3.786
1,2,4,9.4,4.13,4.329
1,1,2,15.83,2.98,2.901
1,2,4,28.73,4.25,4.928
2,2,2,27.4,6.75,14.636
2,3,1,29.19,3.55,7.863
1,1,1,20.45,5.34,6.368
2,1,2,23.67,9.52,9.147
1,3,1,23.18,1.5,3.153
1,3,1,44.53,8.52,12.761
3,1,1,15.07,2.8,30.954
1,3,3,60.87,4.78,4.154
1,1,4,22.97,1.9,1.753
1,3,4,6.66,2.19,2.066
1,1,2,3.93,1.29,2.411
2,1,4,61.33,3.68,4.683
1,3,2,77.36,1.5,2.881
1,1,2,5.83,4.95,3.942
1,3,2,7.41,8.64,9.545
1,1,1,34.94,8.72,10.133
1,1,2,18.8,9.11,10.889
1,3,2,43.54,4.78,5.637
2,2,5,70.98,0.53,4.995
1,3,1,57.42,5.15,7.889
1,3,1,45.63,4.53,5.841
1,1,1,11.71,9.88,10.659
1,1,1,6.95,4.74,4.45
1,1,5,22.02,7.3,8.498
2,2,2,51.3,9.83,23.564
1,1,1,20.7,6.92,6.164
2,1,2,22.4,8.64,8.299
3,3,2,15.44,9.68,33.616
1,1,1,36.45,8.46,5.492
1,2,1,33.8,7.35,6.576
1,1,1,47.25,3.8,3.728
2,1,2,8.58,6.51,7.779
1,1,3,49.2,9.93,13.537
2,1,1,18.77,3.4,9.04
2,2,2,40.49,2.49,12.552
2,1,3,11.51,7.72,8.274
1,3,1,41.9,0.76,2.979
3,3,2,7.83,7.07,18.937
1,1,1,23.49,6.19,7.342
1,3,1,32.14,6.03,7.398
1,3,2,20.87,3.92,6.905
3,1,1,5.24,0.6,18.069
1,3,2,50.43,6.16,12.683
2,1,3,14.37,2.81,4.377
1,2,1,31.61,5.05,8.148
3,1,4,34.22,6.59,26.142
1,3,1,35.05,2.29,3.879
1,3,2,32.22,1.43,1.837
3,3,2,22.11,2.86,20.562
1,3,2,14.43,6.37,8.278
1,1,4,51.69,7.3,10.281
1,2,1,14.48,0.72,1.534
1,1,1,21.69,2.87,2.669
1,1,2,20.2,9.42,13.793
1,1,2,20.62,1.67,2.928
1,3,3,19.89,9.1,13.48
2,2,3,22.83,0.18,8.045
1,1,1,6.58,5.55,6.421
1,3,3,39.03,8.54,5.912
1,3,3,19.42,9.45,14.545
1,1,2,24.75,4.5,4.951
2,1,1,9.27,9.65,19.017
3,2,4,12.21,9.75,23.499
3,2,3,22.97,2.4,32.95
1,1,1,3.61,0.6,1.006
1,2,1,46.35,7.07,14.033
1,1,3,47.07,4.26,3.063
1,2,4,30.94,6.75,7.795
1,1,2,42.38,0.35,1.095
2,1,4,13.52,1.22,2.911
1,1,1,13.31,5.69,6.337
1,2,1,8.12,2.88,3.444
1,1,2,7.43,4.26,4.539
1,1,1,23.77,4.58,5.486
1,1,1,17.0,6.37,5.728
1,3,3,19.4,4.91,5.453
2,1,1,24.73,8.02,13.951
1,1,1,7.86,0.89,1.267
1,1,1,35.93,1.01,1.86
1,2,1,17.69,5.5,5.148
2,1,1,13.22,8.46,17.208
1,1,1,17.55,8.36,9.994
2,3,4,34.18,2.63,4.073
3,2,2,51.73,7.7,85.89
1,2,2,28.12,3.54,5.187
2,1,1,30.27,5.67,7.393
1,3,1,5.52,0.97,3.059
3,3,4,54.5,3.58,24.265
1,2,2,36.13,9.23,6.584
3,2,3,33.67,6.36,45.831
1,3,1,15.76,3.39,4.575
1,3,2,11.96,3.73,6.143
1,1,2,22.49,0.55,1.201
2,3,1,12.26,2.45,5.733
1,2,3,20.38,6.78,5.728
1,2,1,32.61,1.84,2.587
2,1,2,3.58,1.05,3.398
2,1,1,22.99,5.58,5.992
1,3,2,9.61,4.92,4.779
1,2,3,25.74,0.55,1.466
1,1,2,9.98,9.63,9.543
2,2,5,62.03,7.68,4.377
1,1,1,1.06,6.48,5.696
2,1,4,37.76,5.04,7.349
1,2,3,31.48,6.31,6.085
1,2,4,22.79,4.43,6.001
1,1,3,23.71,2.44,2.564
1,1,2,42.27,7.07,7.564
2,1,2,34.87,9.75,14.772
1,2,3,5.08,4.8,6.996
1,3,3,18.3,9.56,10.377
3,2,2,46.93,3.65,22.82
3,2,3,31.47,2.9,41.248
2,1,2,15.04,9.16,15.326
1,1,1,31.24,6.33,5.32
1,3,1,25.67,4.62,5.938
2,2,2,5.45,0.47,4.631
1,1,2,27.0,5.55,5.379
1,2,2,12.8,3.64,5.52
2,2,2,50.54,7.89,16.9
1,1,1,48.04,3.63,5.093
1,1,1,15.3,9.33,11.082
3,2,1,30.44,8.92,60.819
2,1,1,42.56,6.93,13.88
1,1,2,28.99,5.46,6.152
1,3,3,47.05,6.57,6.757
1,3,4,55.02,6.3,6.832
1,1,1,34.78,8.97,8.872
2,1,3,14.72,2.4,5.062
2,1,2,12.62,2.15,3.74
1,1,1,13.77,6.78,7.488
1,3,3,7.67,9.95,13.923
2,2,5,63.89,1.79,8.111
1,1,1,27.28,8.47,9.061
1,2,2,55.65,9.0,6.008
1,1,1,30.14,6.29,4.78
2,2,1,14.93,6.56,9.227
1,3,1,15.59,7.04,7.264
2,1,1,2.53,7.13,9.553
1,1,3,39.6,0.74,1.188
2,3,1,41.63,9.63,15.475
1,1,2,46.98,5.55,9.208
1,1,4,31.4,3.16,4.36
1,1,3,18.42,4.38,7.341
1,1,1,33.72,3.64,2.791
1,2,1,34.53,4.3,6.083
1,1,2,11.0,8.23,8.258
1,1,1,21.9,5.31,7.034
1,1,1,33.61,1.4,1.773
3,2,2,64.83,4.64,57.156
1,3,2,28.64,1.54,2.098
2,2,1,23.66,0.51,7.626
3,2,1,45.66,3.66,64.337
1,3,4,67.72,9.63,5.127
2,1,4,44.57,2.17,4.533
2,1,2,31.59,5.2,13.797
2,1,2,52.04,2.15,9.283
1,1,2,43.82,2.07,3.41
1,3,1,13.36,1.79,2.165
1,1,4,17.54,8.1,7.116
1,3,1,30.31,6.47,7.72
3,1,2,10.22,4.12,17.549
3,1,1,36.37,0.44,14.103
1,1,3,37.31,2.02,2.295
2,1,3,31.67,1.56,8.765
1,1,3,36.31,9.88,11.827
3,2,2,45.49,5.18,24.868
1,1,2,23.98,0.44,1.653
3,3,2,40.58,8.85,27.083
2,3,3,14.75,6.42,15.065
1,1,2,36.93,9.08,12.916
1,3,2,31.46,1.46,1.032
2,1,2,50.08,2.55,3.526
1,1,1,25.22,8.99,9.635
1,1,2,16.42,4.22,5.372
3,2,1,9.23,6.17,39.491
1,2,3,29.01,0.93,2.566
1,2,1,43.61,9.57,10.573
1,3,3,47.95,9.0,6.202
1,1,1,9.68,6.13,6.219
3,3,2,33.19,6.43,16.086
1,2,1,58.22,4.58,5.89
1,1,4,27.17,3.79,5.896
1,1,1,34.44,3.1,5.987
3,1,2,34.2,2.5,16.651
1,1,1,28.4,3.27,4.464
2,2,3,2.96,4.24,6.547
2,1,1,55.29,8.3,18.884
2,1,2,22.06,0.61,3.019
3,2,1,15.13,5.17,30.802
2,2,1,24.17,2.71,10.75
3,3,1,17.23,5.75,24.087
1,2,2,35.31,6.16,8.499
2,2,1,28.62,4.72,10.277
1,1,5,45.28,1.34,2.095
1,2,2,46.32,4.0,5.47
2,1,2,23.95,1.75,6.532
3,1,1,18.27,7.69,19.833
2,3,1,24.83,6.98,14.114
1,2,3,25.7,7.49,8.408
1,2,3,5.06,2.6,3.833
1,1,2,4.57,8.17,7.511
1,2,3,24.97,2.48,5.208
1,1,1,13.09,8.09,9.846
1,1,4,13.32,2.4,2.104
1,1,2,60.0,2.73,5.193
2,1,4,8.77,5.75,12.16
1,1,3,23.87,3.97,3.51
3,2,1,8.74,8.03,29.324
2,1,2,51.63,3.45,12.805
1,3,5,43.02,8.13,7.154
1,3,1,23.8,9.03,12.763
1,1,2,43.07,6.08,7.385
3,2,2,11.92,5.65,27.77
1,1,1,11.41,8.2,8.965
1,3,1,43.41,5.82,9.844
3,1,3,14.87,6.04,20.354
3,1,4,0.54,6.33,13.607
1,1,2,10.52,2.55,2.879
1,3,4,9.2,1.37,2.398
1,1,1,54.32,1.91,5.413
1,3,1,44.8,5.95,8.976
1,1,1,25.18,2.4,5.852
1,2,2,18.33,9.98,10.482
3,1,2,13.71,1.54,18.544
1,1,1,17.28,8.02,9.396
2,1,2,18.17,7.28,16.398
1,1,2,13.67,9.53,10.246
2,2,2,77.98,2.63,25.414
2,2,2,22.99,8.17,13.477
2,1,2,21.01,5.29,7.016
3,1,5,25.27,3.23,19.795
1,1,3,14.03,5.3,5.644
1,2,4,37.99,5.66,7.017
1,2,5,19.51,1.34,1.606
1,3,4,16.49,6.99,9.53
3,3,1,29.82,1.97,17.819
1,1,2,5.9,4.92,4.222
2,1,1,39.81,5.41,13.757
1,3,1,53.88,0.64,2.073
1,1,2,38.66,3.92,4.184
1,1,1,18.59,6.39,5.358
2,1,2,28.03,1.0,4.918
2,2,3,19.04,1.77,8.096
1,2,1,10.95,9.61,11.953
1,3,4,66.62,6.23,3.895
2,1,3,62.07,8.39,19.853
1,1,3,43.12,4.66,5.953
3,1,1,35.05,1.46,17.919
1,2,4,48.67,6.05,7.503
1,1,1,9.69,0.82,1.16
1,3,3,25.06,1.46,2.565
1,2,1,20.48,3.06,4.073
1,2,1,49.43,5.66,9.782
1,3,1,23.82,0.45,1.532
3,1,3,15.19,3.92,17.454
1,2,4,19.15,5.92,7.777
1,1,2,58.41,5.04,8.149
1,3,3,14.22,5.54,4.668
1,3,1,11.01,9.37,12.896
1,2,5,6.41,9.84,7.147
1,1,2,47.47,8.42,8.884
2,3,4,6.33,6.06,11.954
1,3,3,30.94,3.38,4.403
3,2,1,41.06,5.87,39.994
1,3,1,20.63,7.28,7.275
2,2,2,16.71,4.02,7.17
1,1,4,12.4,5.2,8.505
1,1,2,27.33,5.04,3.811
2,1,4,28.38,7.75,7.382
2,2,5,32.33,1.2,3.054
2,2,1,24.03,8.4,22.369
1,1,2,1.03,4.06,4.404
2,1,2,30.36,5.9,11.087
2,2,1,53.25,0.33,12.076
2,2,3,4.41,4.44,10.071
1,3,1,35.16,5.48,6.799
2,1,3,12.83,7.3,10.32
2,3,2,38.59,4.83,14.075
3,1,3,8.96,5.7,17.928
1,1,2,8.1,6.65,6.273
1,2,2,49.92,5.86,11.237
2,1,1,61.51,7.59,16.412
1,2,3,23.72,7.7,4.926
2,1,2,49.85,4.82,7.951
1,1,2,28.64,7.86,8.067
1,2,3,50.99,3.83,8.452
2,1,2,34.37,9.02,12.725
1,1,1,21.5,2.79,2.903
1,1,1,5.82,1.62,1.806
2,1,2,20.42,4.51,7.616
2,2,1,14.9,0.86,8.673
2,1,1,59.55,7.98,25.739
1,2,1,42.82,6.79,5.537
1,2,2,36.73,9.53,11.5
3,2,2,37.56,3.72,31.067
1,1,2,63.7,2.75,3.742
1,2,2,12.38,1.74,2.349
1,3,2,19.33,3.79,3.185
1,1,1,19.45,0.4,1.19
2,3,4,7.44,9.62,11.42
2,1,2,15.63,5.5,10.238
2,1,3,20.6,3.05,5.869
1,2,2,20.02,5.19,9.472
1,1,1,0.8,6.53,9.308
1,1,3,35.9,7.35,14.391
1,1,1,20.46,3.5,3.354
1,1,5,31.56,7.77,11.737
1,2,2,30.44,9.46,11.062
1,1,1,2.03,9.96,11.983
1,3,2,42.53,6.68,7.76
2,3,3,30.56,2.01,6.069
1,1,1,19.21,3.01,3.378
1,1,1,28.48,7.37,11.537
2,1,4,22.79,0.89,2.601
2,3,1,35.08,8.51,13.853
2,1,1,11.58,5.87,10.805
1,1,1,36.39,8.02,8.045
2,3,2,36.07,6.62,15.097
1,1,2,46.43,0.14,0.879
1,1,2,36.22,5.4,5.832
1,3,5,8.2,2.07,3.34
1,3,1,64.07,1.24,2.481
1,1,1,2.53,5.75,7.976
1,1,1,15.9,5.67,7.516
2,1,2,70.83,3.44,21.645
1,1,1,41.03,3.43,3.668
1,1,2,30.83,1.05,1.596
