taskSize,taskType,priority,resourceLoad,actualTime
2,1,3,37.43,4.198
1,1,3,28.42,0.586
3,1,1,50.24,18.637
1,1,1,42.96,0.845
1,2,3,4.43,0.822
1,2,3,21.78,0.731
1,2,1,48.87,1.641
1,3,3,22.47,0.647
2,1,2,33.15,3.384
1,1,2,25.16,0.909
3,2,1,51.71,36.933
1,1,1,29.62,0.704
2,1,3,11.45,2.631
1,1,2,33.89,0.855
2,3,1,12.94,4.942
1,3,2,2.09,1.027
1,1,2,34.39,0.967
3,2,2,39.15,36.44
1,1,4,12.25,0.383
1,1,2,43.97,0.773
2,1,3,15.48,2.036
2,1,2,37.4,3.413
1,3,2,9.93,0.617
1,1,2,26.65,0.688
2,2,1,24.41,8.206
2,3,4,45.83,3.662
3,1,1,3.74,12.652
1,2,2,40.13,1.235
2,1,2,4.98,4.004
1,1,2,10.73,0.508
3,1,1,43.45,27.667
1,3,3,37.0,0.416
2,1,1,5.81,3.63
1,1,4,6.34,0.504
1,1,3,25.49,0.487
2,3,3,19.27,2.744
1,2,1,20.48,0.961
3,3,5,17.86,11.745
1,2,1,42.8,1.829
2,1,1,11.38,3.827
1,1,2,39.49,1.09
1,1,4,35.57,0.628
1,1,3,21.4,0.458
1,2,1,14.6,1.146
1,2,3,22.79,0.991
2,1,1,25.68,3.525
2,3,2,13.35,3.523
2,1,1,37.83,2.722
1,2,1,46.53,1.2
1,1,4,3.33,0.365
1,2,2,20.24,1.378
2,3,1,12.89,3.757
2,1,1,38.54,2.954
1,1,4,15.78,0.338
2,2,1,19.07,8.149
1,3,3,34.27,0.673
1,2,1,46.4,1.861
1,1,1,4.13,0.878
1,2,2,51.0,1.409
2,2,2,41.75,6.064
3,1,3,16.72,10.293
1,2,3,25.84,1.19
1,2,1,33.9,1.317
2,1,1,26.21,2.74
3,1,4,5.63,10.743
2,2,2,42.36,7.427
1,1,1,31.56,0.422
2,1,2,6.33,3.285
1,2,1,42.26,1.665
3,1,5,11.93,7.974
1,1,3,13.39,0.631
2,3,1,26.04,3.912
1,2,1,50.26,1.248
1,1,3,24.75,0.532
2,1,2,44.25,5.756
2,1,2,32.7,4.075
1,2,1,54.97,1.204
3,1,2,71.26,28.593
2,1,4,15.55,2.408
1,3,1,8.02,0.6
1,2,3,47.05,1.434
1,3,1,27.49,1.088
2,2,3,24.45,4.448
1,3,3,44.18,0.769
1,1,1,45.17,0.784
3,1,4,21.02,14.608
3,1,5,20.52,7.494
2,1,2,44.42,2.419
3,3,3,30.86,24.838
2,2,2,43.01,8.93
2,1,1,29.25,4.288
2,1,2,17.69,4.338
1,2,4,37.19,0.911
1,1,2,23.31,0.953
1,2,5,14.89,0.694
2,3,4,12.3,2.883
1,2,1,26.25,1.161
1,1,3,30.89,0.598
1,2,2,47.52,1.665
1,2,5,55.14,0.77
1,3,1,37.01,0.869
2,1,1,16.15,3.746
2,2,1,34.46,13.983
1,2,2,26.14,1.158
1,1,3,25.28,0.709
1,1,2,10.96,0.855
2,1,5,14.63,1.908
2,3,3,33.85,5.239
1,1,5,4.25,0.33
2,1,1,10.15,2.638
1,1,1,49.84,0.674
1,1,4,48.78,0.456
3,2,1,14.81,31.245
1,1,1,24.47,0.781
1,2,1,11.29,1.455
1,1,1,35.08,0.666
2,1,3,19.12,1.976
3,2,4,10.41,16.998
3,3,3,4.98,13.576
1,1,1,21.04,0.448
1,1,3,4.88,0.58
2,1,1,73.89,7.949
1,1,1,37.55,0.898
2,1,1,49.74,6.865
2,3,4,22.92,2.777
1,1,1,40.45,1.14
2,1,4,26.76,2.519
1,3,1,41.41,1.049
1,2,2,44.15,1.526
1,1,4,55.38,0.467
1,2,1,40.8,1.097
2,2,2,19.65,6.491
2,3,1,46.94,5.838
3,1,1,13.71,10.751
3,2,4,43.66,19.772
1,2,1,25.47,1.234
1,3,2,20.34,1.011
2,2,2,8.21,4.601
3,1,1,34.15,33.966
1,3,4,40.28,0.722
1,1,1,14.19,0.453
1,1,1,31.78,0.521
1,1,1,55.64,1.001
2,3,1,14.67,6.212
1,2,2,13.09,1.41
2,3,3,63.22,9.055
2,2,4,3.48,2.702
2,1,1,57.31,3.9
1,2,5,20.66,0.94
1,1,2,11.2,0.522
2,1,2,66.69,6.967
2,3,2,21.07,3.819
1,3,2,21.47,0.671
2,2,1,25.15,6.021
1,1,4,15.58,0.388
2,2,1,21.42,5.016
1,2,2,63.51,1.896
1,1,4,60.67,0.556
1,1,2,17.93,1.062
1,1,1,40.88,1.344
1,1,2,11.73,0.833
1,2,4,18.02,0.808
1,1,2,68.43,1.515
2,3,1,35.61,6.447
1,3,3,47.86,1.348
2,1,1,55.67,5.594
2,3,1,29.13,3.437
1,2,2,26.04,1.89
1,3,1,60.24,1.569
2,3,1,39.05,6.551
2,1,2,9.66,2.439
1,3,5,32.61,0.381
2,1,1,7.77,2.783
1,3,5,7.89,0.608
1,2,2,19.15,1.318
2,2,3,23.04,6.364
1,1,2,30.76,0.355
2,1,1,29.98,2.216
1,1,1,25.14,0.47
2,1,2,12.64,2.908
1,1,5,33.33,0.597
1,1,1,18.36,0.43
1,3,2,57.14,1.063
1,3,2,17.83,0.914
2,2,1,61.58,7.615
1,3,1,49.1,1.102
1,2,4,64.73,1.253
1,3,3,18.62,0.918
1,2,5,6.91,0.472
2,2,4,27.83,2.633
1,1,4,38.5,0.306
3,2,1,32.97,41.607
1,2,2,13.72,1.003
2,1,2,23.97,3.71
1,1,2,25.54,0.496
1,3,3,1.8,0.708
2,3,5,19.52,1.812
3,2,1,49.05,50.526
2,1,3,10.16,4.139
1,1,3,41.36,1.884
1,1,3,24.17,0.426
2,3,1,13.15,7.032
1,1,1,23.96,0.813
2,1,1,34.91,4.559
1,2,2,43.41,0.618
1,2,3,19.27,0.741
2,3,5,13.65,1.967
2,1,4,37.01,2.985
1,1,1,13.55,0.894
1,1,2,13.68,0.491
2,2,3,28.75,6.706
1,1,2,40.14,0.473
1,2,1,15.07,0.875
1,1,2,47.31,1.132
2,1,3,5.72,3.124
2,1,3,6.37,3.442
1,3,3,32.82,0.445
1,2,1,3.98,0.766
1,2,2,42.17,0.962
1,1,1,8.58,0.476
1,1,1,17.87,0.732
1,1,4,28.25,0.658
2,3,1,45.29,5.158
1,1,3,25.03,0.519
1,1,3,17.54,0.498
1,3,1,19.03,0.555
2,2,1,41.22,10.558
2,1,1,25.75,4.052
1,1,2,14.23,0.661
2,1,1,57.55,3.355
1,2,1,37.83,1.69
1,3,1,36.51,1.565
3,1,2,32.75,11.48
1,1,2,27.96,0.653
1,1,4,36.71,0.571
1,1,1,28.4,0.441
1,2,2,17.41,0.947
2,1,2,36.92,4.011
1,3,2,40.33,1.041
1,1,1,62.07,0.824
1,2,1,9.14,1.392
1,2,1,24.98,0.88
1,2,1,54.23,1.912
1,3,2,66.56,1.471
2,2,3,53.96,10.025
1,2,1,3.22,1.069
1,2,1,17.26,1.264
1,2,2,5.39,1.052
1,1,2,5.64,0.801
1,2,2,59.44,2.98
2,3,1,37.3,4.609
1,2,1,19.35,1.469
2,3,2,28.37,4.05
3,3,2,29.62,25.987
1,1,1,30.96,0.746
1,2,1,35.48,1.516
1,3,3,58.13,1.148
2,1,4,20.55,1.8
1,1,3,20.78,0.54
2,1,3,16.87,2.383
2,3,5,7.41,3.327
2,3,1,42.03,3.846
1,3,1,24.33,0.933
3,1,2,12.56,17.674
1,2,5,36.46,0.74
1,1,2,9.41,0.816
1,3,4,21.14,0.688
3,3,5,54.47,14.586
1,2,3,28.03,1.439
2,1,2,21.44,2.303
1,3,3,17.87,0.792
3,3,2,28.37,25.165
1,3,2,56.29,1.665
1,2,1,19.94,1.554
3,1,1,36.31,23.419
1,1,1,45.66,0.999
1,1,2,27.35,1.106
1,3,1,24.78,0.876
1,1,1,35.95,0.741
1,2,3,44.91,1.526
1,3,2,22.84,0.752
1,1,2,39.24,0.686
2,2,4,36.88,4.731
1,2,2,3.4,0.84
1,2,2,16.35,1.504
1,2,4,15.13,0.914
1,2,4,8.16,0.797
2,1,2,5.09,2.573
3,2,2,44.81,20.528
3,3,1,10.72,20.39
1,1,1,13.96,0.514
1,1,3,14.49,0.384
1,1,1,50.2,0.667
1,2,4,12.32,0.606
1,1,2,47.07,1.17
2,1,1,22.17,2.986
1,2,1,51.1,1.844
1,2,2,25.59,0.903
1,2,5,46.26,1.221
1,3,3,63.71,1.076
1,1,2,16.91,0.837
1,3,1,48.09,1.741
2,2,2,44.8,3.447
1,1,1,9.08,0.598
1,1,2,28.94,0.51
1,2,1,14.82,1.174
2,2,1,37.87,8.228
1,3,4,5.6,0.659
2,2,3,16.61,6.22
3,3,4,20.51,14.593
1,1,1,31.98,1.341
2,2,2,7.29,3.424
1,1,2,24.1,0.463
3,1,1,22.46,18.998
1,2,2,11.04,1.138
3,1,5,23.12,8.665
1,1,1,44.56,1.324
1,1,1,75.58,1.468
1,3,1,52.56,0.848
2,3,1,17.83,6.751
1,3,2,30.4,1.043
1,1,2,11.48,0.739
2,1,3,17.24,2.241
2,1,1,62.38,7.169
1,2,2,29.61,1.858
1,3,1,61.79,1.019
1,1,1,17.49,0.637
2,2,3,25.84,4.188
1,1,1,11.03,0.749
2,2,3,15.51,4.152
1,3,3,37.32,0.707
1,2,5,2.51,0.77
1,2,1,2.68,1.252
1,1,3,24.51,0.472
2,1,1,50.89,2.533
1,1,1,68.44,1.686
1,3,2,41.42,0.857
3,2,1,11.87,21.884
3,1,2,31.39,18.783
2,2,3,32.25,5.156
1,1,4,1.84,0.332
1,1,1,11.5,0.576
2,1,1,47.78,4.852
1,3,2,38.61,0.704
1,1,2,44.19,1.283
2,3,3,29.73,3.687
1,1,1,55.96,1.499
1,1,2,30.7,0.603
3,3,2,18.75,17.878
2,1,1,12.09,3.221
1,3,1,29.09,1.484
1,2,5,37.25,0.718
1,1,3,13.9,0.626
1,3,1,70.88,1.861
2,1,1,51.92,4.346
2,1,3,33.8,2.626
1,3,1,28.54,0.937
1,1,1,14.73,0.388
2,2,2,45.57,8.422
1,1,2,21.42,0.908
1,3,1,22.38,1.032
1,1,4,6.49,0.564
2,1,3,17.18,3.4
1,3,1,17.35,1.089
2,2,5,22.49,3.657
1,2,1,24.4,0.798
2,2,1,25.76,7.413
1,2,1,50.35,1.575
1,1,2,27.0,0.624
1,2,2,47.02,1.486
1,1,2,14.82,0.664
1,1,2,33.74,1.117
1,1,2,15.9,0.522
1,3,1,15.8,0.926
1,1,2,36.01,0.789
3,1,4,16.01,9.575
1,2,3,58.11,1.395
2,1,2,36.36,4.864
3,1,4,8.18,9.91
1,1,5,23.86,0.598
2,1,3,38.82,3.26
2,3,1,36.2,6.991
2,2,1,16.95,5.153
1,1,3,31.6,0.556
1,1,2,45.36,1.032
1,2,2,24.08,1.074
1,1,2,29.97,0.782
3,1,1,13.19,15.257
3,2,1,38.18,33.381
1,2,1,11.85,1.035
2,1,2,49.69,5.191
1,1,2,41.81,0.865
3,2,1,20.15,20.925
1,1,1,31.47,0.453
3,1,1,59.98,24.442
2,3,1,24.97,3.895
1,1,2,8.19,1.04
1,2,2,33.03,1.382
2,3,3,17.67,2.126
1,1,1,61.39,2.106
1,1,1,48.51,1.856
3,2,2,16.5,19.477
1,1,3,39.12,0.565
1,1,4,53.73,1.088
1,3,2,8.58,0.84
1,1,4,28.54,0.477
3,3,2,34.86,20.216
1,2,3,26.79,1.211
1,2,1,5.58,0.956
1,1,1,35.16,1.067
3,2,3,15.52,10.529
1,2,2,11.37,1.119
2,1,2,47.1,8.453
2,3,3,44.72,4.669
2,3,2,29.77,3.606
3,1,1,40.32,18.825
2,1,1,57.76,10.17
3,3,1,22.99,18.757
1,1,3,48.44,0.882
2,3,2,22.95,2.978
1,1,1,40.63,0.737
1,1,1,46.81,0.694
2,1,1,34.89,1.912
3,1,2,16.21,15.653
2,2,1,11.37,5.856
1,1,2,33.84,0.526
1,3,2,59.97,1.866
1,1,2,18.58,0.508
1,2,3,20.53,1.228
1,2,4,7.64,0.67
1,1,4,20.8,0.458
1,3,2,19.61,1.141
2,1,3,34.3,1.72
1,2,2,41.62,1.664
3,1,2,64.47,20.927
2,1,2,33.2,4.282
1,1,3,27.79,0.568
1,1,4,48.15,0.326
1,3,1,29.97,0.819
3,3,1,9.24,19.785
1,3,1,37.97,1.329
1,2,3,25.17,1.776
3,2,2,58.61,93.136
3,3,2,23.83,17.089
1,2,3,38.36,1.485
1,3,1,1.75,1.188
1,1,2,49.52,0.489
1,2,1,60.89,5.248
1,1,2,55.75,1.106
1,1,1,35.12,0.74
3,1,1,12.58,17.146
1,3,2,15.09,1.07
2,2,5,57.33,2.941
1,1,1,20.16,0.7
2,3,2,42.76,4.746
2,3,4,7.77,2.491
2,2,1,20.05,6.354
3,1,4,73.19,23.103
1,1,2,34.52,0.505
1,3,1,12.44,0.796
1,1,2,21.35,0.589
1,1,3,8.08,0.494
3,1,2,15.79,12.805
1,2,3,14.91,0.764
2,1,1,25.2,3.875
1,3,1,33.56,0.802
1,3,3,10.88,0.712
1,3,2,20.2,0.81
2,1,2,62.28,4.894
2,1,5,64.97,3.898
1,2,5,20.18,0.756
1,3,2,9.36,0.818
2,1,2,40.15,2.53
1,1,1,36.97,0.634
3,2,2,29.9,24.455
1,2,3,12.97,0.64
1,1,1,40.72,0.595
1,1,1,57.57,2.29
1,1,2,7.71,0.516
1,1,2,25.82,0.49
1,1,1,50.9,0.668
3,2,1,42.25,42.689
1,1,1,23.92,0.56
1,1,5,10.36,0.356
1,1,2,35.84,0.448
1,1,2,23.08,0.59
1,2,1,7.64,1.199
1,2,1,1.71,1.329
2,2,1,15.98,5.259
1,1,1,29.93,0.597
3,1,1,25.14,23.186
1,2,1,26.75,1.357
2,1,4,47.87,3.019
1,1,4,6.75,0.335
1,2,2,17.67,1.349
2,1,2,30.68,3.669
2,1,1,9.27,2.342
2,1,5,26.63,1.875
1,1,1,47.09,1.009
2,3,1,55.1,5.449
2,2,2,10.22,7.569
2,1,3,22.55,1.829
1,1,1,39.85,0.758
2,1,1,43.02,5.641
2,2,1,23.45,7.045
3,2,1,5.04,26.674
1,1,3,18.31,0.589
1,3,2,41.46,0.937
2,3,2,25.82,3.699
1,2,1,23.67,1.23
2,3,5,3.89,3.348
1,1,4,24.2,0.647
1,1,2,48.95,0.773
2,1,1,20.05,2.022
1,1,1,20.98,0.595
1,1,2,7.75,0.587
2,3,3,30.78,3.0
2,3,1,25.59,6.692
2,2,4,33.88,4.334
1,2,1,31.1,0.742
1,1,4,12.99,0.399
3,1,2,28.77,25.655
1,1,2,34.08,0.836
1,2,1,27.18,1.039
1,2,2,41.52,0.849
1,2,2,11.5,1.227
2,3,2,19.96,4.832
2,1,4,29.42,3.792
2,1,1,52.91,3.977
1,1,3,6.51,0.384
1,3,2,32.33,0.747
1,1,5,52.83,0.324
1,1,1,8.66,0.488
1,3,4,66.74,1.012
1,1,1,13.22,0.423
1,1,2,15.11,0.774
1,1,2,41.32,1.024
2,1,2,8.68,4.038
1,2,2,11.24,0.853
1,3,5,16.38,0.611
2,1,3,48.91,4.14
2,2,3,56.92,8.166
2,1,3,10.75,2.464
1,3,1,16.34,0.678
2,1,1,43.65,5.796
1,1,1,25.19,0.568
1,1,2,29.17,0.725
1,3,2,35.13,0.886
1,1,1,26.55,0.487
1,1,1,33.15,0.625
1,1,1,55.51,1.167
2,3,1,51.94,4.194
1,1,2,26.41,0.626
1,3,2,63.22,0.57
1,1,3,27.66,0.751
1,1,3,7.82,0.647
1,1,3,65.69,2.068
1,1,1,64.88,1.596
1,1,2,27.75,0.715
2,1,4,9.84,2.244
3,1,5,24.12,7.677
1,1,1,59.14,0.61
2,2,2,20.96,5.5
2,1,1,16.79,3.444
3,1,1,33.95,21.099
2,3,2,29.66,4.718
2,2,1,29.04,4.118
3,2,3,16.58,23.234
2,1,2,6.01,2.236
1,2,1,25.53,1.82
1,1,1,28.25,0.78
1,1,1,21.64,0.928
1,1,1,16.67,1.246
1,3,2,15.27,0.852
1,1,1,10.89,0.63
1,1,2,20.43,0.602
1,1,3,43.63,1.072
2,1,1,17.88,3.147
1,1,1,40.52,0.683
1,1,4,37.83,0.45
2,3,1,4.11,5.222
2,1,1,7.92,2.673
3,2,1,17.06,33.1
2,1,2,41.06,3.467
2,1,3,21.57,2.544
1,1,1,21.03,0.6
1,1,1,32.02,0.839
1,1,5,45.1,0.532
2,1,2,7.78,3.363
3,1,3,7.51,14.739
1,2,1,61.49,3.41
1,3,1,25.14,0.714
1,1,1,16.26,0.586
1,1,1,26.44,1.433
1,1,2,19.01,0.625
1,2,1,43.71,1.246
3,1,1,50.18,26.385
1,1,2,36.42,0.72
2,2,3,15.85,4.546
2,2,5,63.92,5.619
1,1,1,22.8,0.662
1,2,1,20.92,1.875
2,1,1,24.9,4.263
1,1,1,51.27,0.981
3,2,1,41.59,32.282
1,2,1,63.1,1.288
2,1,1,27.28,4.371
2,1,2,29.42,3.85
1,1,1,22.98,0.698
1,3,2,13.7,0.755
3,1,4,34.62,14.876
1,3,3,25.46,0.711
1,3,2,41.72,0.855
1,2,2,41.55,1.233
1,3,2,28.46,0.889
2,1,1,63.12,11.079
2,1,2,9.9,3.308
1,1,2,16.33,0.742
2,2,3,33.53,4.544
1,3,1,18.95,0.755
1,1,1,55.28,0.998
1,1,3,24.74,0.393
3,1,2,20.15,8.019
1,1,3,15.55,0.42
1,2,3,3.91,0.983
1,2,2,6.75,0.852
2,3,2,37.3,3.195
1,1,5,17.38,0.421
1,2,3,34.1,1.079
2,1,2,4.38,3.073
1,2,2,52.17,1.889
1,2,1,39.22,2.104
1,2,1,51.53,2.386
1,1,3,28.59,0.325
1,1,1,26.62,0.743
2,3,2,24.82,5.253
2,2,2,4.65,4.808
2,3,2,22.44,2.85
3,1,2,22.67,14.551
1,1,3,5.16,0.475
1,1,1,22.42,0.299
3,2,1,41.84,55.641
1,1,4,35.98,0.402
2,1,1,34.73,4.385
2,1,2,46.97,6.28
1,1,1,50.5,0.983
1,1,2,27.54,0.325
1,2,1,44.99,1.748
1,2,2,31.63,1.197
1,1,2,46.76,0.508
1,3,4,5.18,0.409
2,3,1,32.96,4.329
3,2,1,25.81,28.58
2,2,1,12.9,6.715
1,2,1,43.02,1.377
1,1,4,17.61,0.378
1,1,1,42.86,1.534
1,1,1,14.55,0.446
3,1,1,46.16,17.442
1,3,1,20.92,0.374
1,3,2,27.47,1.081
2,2,1,46.92,13.549
1,2,4,58.29,1.154
1,3,4,32.35,0.934
1,2,1,14.97,1.591
2,1,1,31.72,5.815
2,3,1,22.87,5.824
1,2,2,12.98,0.871
3,1,2,27.46,12.928
2,1,1,39.28,2.704
2,2,1,20.07,10.744
1,1,4,23.64,0.425
1,3,2,20.58,0.763
2,2,1,14.5,5.903
1,1,3,14.02,0.619
2,1,1,40.67,4.107
2,2,3,22.83,4.355
1,1,3,18.08,0.748
2,2,1,3.05,6.53
3,3,1,28.16,47.39
2,2,2,18.1,4.184
1,1,3,3.66,0.423
2,3,2,27.34,2.887
1,3,2,53.3,1.472
2,3,1,40.5,5.166
2,1,1,37.63,4.987
2,1,1,51.06,7.932
1,2,2,25.69,0.798
1,1,2,31.3,0.591
1,2,1,50.55,2.977
1,3,4,24.77,0.457
1,3,1,23.91,0.709
1,1,4,12.59,0.382
1,3,4,11.77,0.534
2,2,2,37.47,10.77
3,2,3,29.47,31.551
1,1,2,15.5,0.631
2,1,1,60.22,6.365
2,2,1,37.95,11.005
1,2,2,20.29,1.035
1,3,1,8.08,0.743
2,1,3,26.41,1.882
3,1,1,54.4,34.663
2,1,1,45.31,6.164
3,2,3,8.33,25.246
3,2,2,30.04,23.255
1,1,2,8.45,0.369
2,1,1,19.1,2.849
1,1,2,48.05,0.863
3,1,1,23.47,13.044
1,1,3,32.21,0.353
1,3,1,12.75,0.915
2,1,3,34.92,3.533
1,1,2,12.07,0.358
2,2,1,18.62,6.054
1,3,4,15.31,0.351
3,2,4,29.1,35.833
2,1,1,44.35,5.314
1,1,1,1.89,0.88
2,1,1,37.27,2.931
1,1,2,49.42,1.624
2,2,2,17.29,4.721
2,3,2,23.18,4.057
2,1,5,52.68,2.352
1,2,2,43.15,1.179
1,2,2,53.29,1.018
2,2,5,6.55,2.697
1,1,1,19.74,0.708
1,3,4,33.44,0.888
1,1,1,12.41,0.599
1,1,3,41.3,0.446
2,1,3,20.58,2.038
1,2,3,11.37,0.877
1,3,1,35.06,1.154
3,1,2,22.98,12.782
1,1,1,14.75,0.818
2,3,4,26.4,2.094
1,2,1,9.98,0.966
2,3,4,16.02,3.272
2,2,2,30.21,7.02
2,2,2,11.08,3.889
1,1,1,30.95,1.137
1,1,2,34.07,0.756
2,2,3,10.65,4.509
1,1,2,24.88,0.714
1,1,2,29.57,0.657
1,2,2,19.45,1.259
3,1,1,42.67,22.777
2,2,1,30.13,7.474
2,1,4,21.99,2.169
2,3,2,18.73,3.864
1,1,3,33.52,0.49
1,2,3,24.41,0.832
1,1,4,14.69,0.507
2,1,3,18.27,3.415
1,1,1,35.14,0.886
2,1,2,31.25,3.145
2,2,2,4.26,6.129
1,1,3,14.22,0.556
1,3,4,66.23,0.769
1,1,4,26.46,0.417
3,2,1,20.25,33.509
3,2,2,7.96,27.56
3,1,1,47.46,22.791
1,1,2,5.31,0.735
1,1,1,8.73,0.437
1,1,1,12.75,0.543
1,1,1,37.17,0.742
1,3,2,4.62,1.126
1,1,1,41.39,0.899
3,3,4,35.65,13.728
1,3,1,19.57,0.704
1,1,4,56.89,1.136
2,2,2,9.09,5.183
1,3,2,13.5,0.748
2,1,1,58.78,5.221
2,2,1,25.03,5.843
2,2,2,1.86,4.174
2,2,2,31.53,5.257
1,3,1,15.33,1.017
2,1,3,29.74,3.294
1,1,2,33.91,1.001
1,2,1,35.52,1.56
1,1,4,31.55,0.378
1,2,3,26.29,0.811
2,1,2,34.88,3.001
1,1,3,38.78,0.682
1,3,3,9.65,0.617
1,2,2,49.24,0.897
2,2,5,20.45,2.944
1,3,2,25.19,0.948
2,1,1,21.12,4.654
2,2,2,17.87,6.426
1,1,3,38.33,0.808
2,2,2,11.26,6.369
1,3,4,37.34,0.842
1,3,3,11.05,0.828
2,1,2,16.22,2.297
3,3,1,13.93,33.803
1,1,1,36.42,1.121
1,2,5,48.03,1.106
1,3,1,49.77,1.594
1,2,1,15.87,1.446
2,2,2,38.28,6.694
2,3,2,60.96,9.189
2,1,5,51.27,4.275
1,2,1,6.48,1.596
2,2,4,47.68,5.507
2,2,1,13.52,4.697
2,3,2,21.19,3.468
1,1,4,19.25,0.396
1,1,3,7.32,0.408
1,3,5,59.16,0.816
1,1,2,7.61,0.842
1,2,3,28.82,0.949
1,3,5,21.53,0.429
2,3,2,27.24,3.763
1,2,2,43.98,1.486
2,3,2,36.12,4.339
1,1,3,27.95,0.6
2,1,1,47.88,5.769
1,2,3,12.74,1.07
1,2,3,29.47,0.85
2,3,2,48.12,5.14
3,1,1,18.71,19.997
1,1,3,35.06,0.517
1,1,4,19.69,0.38
2,1,1,31.22,3.664
2,2,1,27.61,6.282
1,2,4,29.55,0.744
1,1,1,13.55,1.02
1,1,4,1.5,0.308
3,1,2,51.36,35.128
1,1,2,25.29,0.775
1,3,1,11.6,1.13
3,3,1,29.35,14.745
1,2,1,44.75,2.366
1,1,2,23.01,0.612
1,1,3,22.31,0.865
1,2,1,13.17,1.304
1,2,3,11.49,0.862
1,1,1,17.59,0.824
2,1,1,35.03,3.665
2,3,1,11.94,4.604
1,2,3,13.39,0.685
1,1,1,8.44,0.519
1,2,1,30.61,1.203
3,2,1,25.25,39.285
1,1,4,21.42,0.549
2,3,2,19.85,3.105
1,1,2,16.82,0.488
2,1,5,31.61,2.991
1,2,2,18.73,1.242
2,1,2,13.11,4.158
1,2,1,19.95,1.652
3,3,2,53.62,53.501
1,1,2,32.85,0.457
2,1,1,42.79,5.41
2,1,1,25.39,3.319
3,1,1,19.78,19.37
1,2,1,50.33,1.582
1,1,3,34.08,0.583
1,1,4,18.13,0.53
1,2,1,29.03,2.045
1,2,1,22.18,1.709
3,3,2,45.45,34.087
3,1,3,22.89,9.431
1,2,2,41.51,1.182
2,1,2,34.77,3.1
2,3,1,38.64,4.854
3,3,2,24.6,17.615
1,2,2,11.93,0.758
1,2,1,32.36,1.358
2,2,1,16.76,4.906
1,2,2,64.29,2.323
1,1,1,38.72,0.761
3,2,1,36.07,26.382
3,3,1,40.74,28.641
3,2,1,4.62,32.285
2,1,1,25.11,2.719
1,2,3,14.43,0.794
1,2,4,2.28,0.676
1,1,1,53.86,0.978
1,1,2,30.94,0.678
1,1,2,43.68,0.603
2,2,3,19.43,7.044
1,1,1,13.67,0.623
2,1,1,21.97,3.056
1,3,3,37.43,0.783
1,1,3,37.52,0.692
1,1,4,15.77,0.417
1,1,1,16.06,1.073
2,2,2,13.81,5.343
1,3,1,31.58,1.428
1,2,4,12.66,0.859
2,3,2,46.04,4.684
1,1,1,29.37,0.549
1,1,1,37.52,0.921
1,3,2,17.94,0.881
1,1,2,28.42,0.668
2,1,3,11.19,3.17
1,1,5,49.34,0.393
1,3,2,32.78,0.569
1,1,2,48.07,0.674
1,3,2,7.28,1.022
1,2,2,5.72,1.356
2,1,1,26.74,4.122
1,1,2,23.25,0.661
2,1,1,17.31,3.668
1,1,2,45.54,1.388
1,1,2,18.18,0.631
1,2,2,18.3,0.965
2,2,2,52.99,13.594
2,1,1,27.54,5.389
1,3,5,3.82,0.52
1,1,2,18.3,0.61
3,3,1,45.48,29.091
1,2,3,19.22,0.96
1,3,1,17.55,0.993
1,2,1,21.37,1.269
2,1,3,61.3,5.743
2,2,2,46.69,8.119
1,3,1,10.86,1.452
3,2,2,3.15,26.873
1,3,1,72.64,1.471
1,1,2,78.69,1.751
1,3,2,47.54,1.421
1,3,1,35.18,0.717
1,3,4,20.4,0.5
1,2,1,22.38,1.612
1,3,1,38.02,0.51
2,2,1,69.04,10.318
1,1,2,37.04,1.014
1,3,1,34.94,0.932
2,1,1,16.52,3.356
2,3,3,7.23,2.724
2,1,5,11.63,2.219
2,1,2,6.17,4.77
2,2,2,49.55,6.009
1,2,3,21.31,0.89
1,1,2,18.22,0.428
2,2,3,10.07,2.812
1,1,3,8.02,0.322
1,2,5,17.46,1.264
1,1,4,17.81,0.52
1,1,2,16.75,0.635
1,1,1,34.65,0.966
1,1,5,48.01,0.33
2,2,1,13.16,6.078
3,1,1,43.92,23.699
1,2,1,33.79,1.694
3,2,5,33.1,22.641
1,1,4,34.18,0.34
3,3,1,7.41,25.057
3,2,1,15.42,22.659
1,1,1,17.34,0.745
2,2,5,27.11,4.224
3,1,1,37.63,19.141
3,1,1,63.27,31.212
3,1,3,47.57,13.789
1,1,1,9.87,0.855
1,1,1,44.72,0.981
2,1,2,14.65,2.777
2,2,2,23.1,6.593
2,2,1,29.04,4.03
1,1,1,27.44,0.706
1,1,1,21.45,0.93
1,1,3,29.84,1.348
2,1,4,26.61,2.746
1,2,1,24.22,1.497
2,2,3,63.0,8.207
2,1,4,22.0,2.997
1,2,3,50.8,1.207
1,1,4,5.07,0.545
1,1,5,13.77,0.398
3,2,1,33.5,24.771
2,2,1,26.37,8.338
1,2,2,33.69,1.684
1,3,3,16.83,0.777
1,1,1,11.47,0.786
1,3,2,66.8,1.569
3,3,1,44.46,21.54
2,1,2,60.71,5.357
1,3,2,24.3,0.511
2,1,4,32.9,3.772
1,3,3,11.39,0.71
2,3,5,7.04,2.7
1,1,1,36.52,1.109
2,1,2,31.2,3.8
3,2,2,11.86,24.296
1,1,2,10.74,0.753
2,2,2,63.74,8.582
3,1,1,36.1,22.324
1,2,2,19.04,0.807
1,1,4,30.87,0.244
2,2,3,16.61,3.838
1,2,2,17.84,1.866
1,2,2,16.41,1.054
